Wavelength,Cristal_T,Vidrio_T,Acetato_T,Cristal_Abs,Vidrio_Abs,Acetato_R,Cristal_R,Vidrio_R,Acetato_Abs
2277.0,91.2766571,88.70502472,71.86615753,0.03991981968,0.05162793025,0.7851074338,0.397601068,0.5573484898,0.1441529989
2276.0,91.25356293,88.69961548,71.92831421,0.03990355879,0.05163991079,0.801330328,0.3632695079,0.5585193634,0.1428138316
2275.0,91.22476196,88.69167328,72.35626984,0.03986624628,0.05165139958,0.8067963719,0.3861962855,0.5393915176,0.1393200904
2274.0,91.21760559,88.69013977,73.16912842,0.03986207396,0.05166600645,0.8079839945,0.3687541485,0.517127037,0.1337652355
2273.0,91.23082733,88.68772888,74.30364227,0.03986817598,0.05169938877,0.8225242496,0.3612771034,0.5674389005,0.1266250759
2272.0,91.2414856,88.67204285,75.6282959,0.03986431658,0.05172213539,0.8284596801,0.3763462007,0.5484454632,0.1188497543
2271.0,91.27006531,88.67169952,77.01748657,0.03988406435,0.05173613131,0.8371359706,0.3476437926,0.5585947037,0.1112135947
2270.0,91.29008484,88.67436981,78.29573059,0.03990755975,0.05175400898,0.8105436563,0.3570201993,0.5607480407,0.1047303528
2269.0,91.29359436,88.67093658,79.22238159,0.03997882083,0.05177728087,0.827902019,0.369281888,0.5406925678,0.1004492491
2268.0,91.27784729,88.66861725,79.79760742,0.03999962658,0.05177605525,0.862177372,0.3736541271,0.5884997249,0.09827764332
2267.0,91.25020599,88.66096497,79.91685486,0.04001682624,0.05181927606,0.8320398331,0.3776726425,0.559394002,0.09861590713
2266.0,91.22857666,88.6537323,79.60584259,0.03999040276,0.05183231458,0.8322727084,0.3829376101,0.5604639053,0.1011316255
2265.0,91.2047348,88.65398407,78.89867401,0.03995617479,0.05182805657,0.8627243042,0.3351430297,0.5462629199,0.1055662259
2264.0,91.20697021,88.65364075,77.98138428,0.03991198912,0.05185238272,0.8833761215,0.3988125026,0.6068660021,0.1108241528
2263.0,91.22083282,88.64987946,77.07313538,0.03990282118,0.05183881894,0.8681504726,0.3630922139,0.5187774301,0.1156948805
2262.0,91.24236298,88.64461517,76.29718781,0.03996511549,0.05189608037,0.9338790774,0.3972580731,0.5833166242,0.1194722429
2261.0,91.26928711,88.64414978,75.84249878,0.0399890691,0.0519105196,0.8435615301,0.3745497465,0.5457728505,0.1211102456
2260.0,91.28213501,88.64253998,75.83149719,0.04005571455,0.05193409324,0.893291831,0.3717490435,0.6010923386,0.1200309098
2259.0,91.2806015,88.64186096,76.32471466,0.04004961252,0.05189394951,0.7997726202,0.3824697733,0.5757842064,0.116072081
2258.0,91.26230621,88.64050293,77.3265686,0.04006769508,0.05190182477,0.8354711533,0.3127373159,0.5225658417,0.109437272
2257.0,91.22959137,88.64080048,78.74082184,0.04005381465,0.05191810429,0.8325423002,0.3519797623,0.5099611878,0.1010270119
2256.0,91.20186615,88.63815308,80.33415985,0.04003834352,0.0519387871,0.8415924311,0.3325886428,0.5590035319,0.09227138013
2255.0,91.19026947,88.63835907,81.98829651,0.04001643136,0.0519387871,0.8108791113,0.3396022022,0.5206025839,0.08371568471
2254.0,91.197052,88.6333847,83.52397156,0.03995833173,0.05192784965,0.8799332976,0.3514839709,0.6136239767,0.07641419023
2253.0,91.22386932,88.63298035,84.67357635,0.0399736017,0.051942233,0.8927035332,0.3638044596,0.556268394,0.07148310542
2252.0,91.25737,88.63603973,85.3238678,0.03999942914,0.05192875117,0.878826499,0.3600742817,0.5629176497,0.06928817183
2251.0,91.28567505,88.63861847,85.41291046,0.04002085701,0.05192992091,0.8869306445,0.3672266006,0.5610203743,0.07002919167
2250.0,91.28852844,88.63616943,84.97297668,0.04008773714,0.0519448854,0.8954930902,0.3839367926,0.5235946178,0.07324566692
2249.0,91.27436066,88.63832092,84.09812164,0.04011814296,0.05190935358,0.9154114127,0.3657401502,0.5485212207,0.07828504592
2248.0,91.24275208,88.63935852,83.03302002,0.04009151459,0.05191719905,0.9517394304,0.4133150578,0.6030110121,0.08398439735
2247.0,91.20425415,88.63772583,81.88412476,0.04007459432,0.05190649256,0.8974683285,0.3455013633,0.5247167945,0.08967249095
2246.0,91.18860626,88.64312744,80.95381927,0.04002105817,0.05188957602,0.8737592101,0.3927083611,0.5278173089,0.09381908178
2245.0,91.19197845,88.65040588,80.43251038,0.0399867408,0.05189237371,0.90391922,0.4194799662,0.5920001268,0.09545119852
2244.0,91.20514679,88.64736176,80.41971588,0.03996860608,0.05185664073,0.9337325692,0.3795463741,0.5643677115,0.09413228184
2243.0,91.24635315,88.65077209,80.94137573,0.03999358043,0.05187589303,0.9328762293,0.3573685288,0.5298279524,0.09017242491
2242.0,91.27315521,88.65646362,81.92789459,0.04003414139,0.05180627108,0.9070907831,0.3768971562,0.5616496205,0.08396903425
2241.0,91.29457092,88.65571594,83.32001495,0.0400618203,0.051776696,0.8732843995,0.3699371219,0.5104327798,0.07618649304
2240.0,91.28548431,88.663414,84.83346558,0.04010048509,0.05176785961,0.9047473669,0.3327373266,0.549751997,0.06843088567
2239.0,91.25493622,88.67331696,86.3102417,0.04010363668,0.05173143744,0.9367800951,0.408235997,0.5671355128,0.06144966185
2238.0,91.21429443,88.67906189,87.4276123,0.04008447379,0.05175062642,0.9395400286,0.4086307287,0.5719481707,0.05684106052
2237.0,91.18832397,88.68458557,88.04542542,0.04004708678,0.05171309412,0.9114437699,0.3583746254,0.5083265901,0.05497227237
2236.0,91.182724,88.68690491,88.07870483,0.03997209668,0.05165060982,0.9185792804,0.3482944667,0.5474640727,0.05603668466
2235.0,91.20013428,88.69298553,87.5233078,0.03996766731,0.05164125189,0.9321991205,0.4022422731,0.5498844981,0.0599963814
2234.0,91.23876953,88.70578003,86.44464111,0.0399630703,0.05158414319,0.8947620988,0.3577151597,0.5683109164,0.06630830467
2233.0,91.27661896,88.70935822,84.97628021,0.03999114037,0.051542487,0.903049767,0.3886012137,0.527107656,0.07420433313
2232.0,91.29898071,88.72249603,83.43828583,0.04004845023,0.05152176321,0.8334792256,0.3204565048,0.4935191572,0.08202640712
2231.0,91.2995224,88.73145294,82.1256485,0.04008061066,0.05146688595,0.9236391783,0.3707654178,0.5522548556,0.08826280385
2230.0,91.26644897,88.73643494,81.14674377,0.04010971263,0.05144129694,0.8982246518,0.3977635801,0.5317656398,0.09237934649
2229.0,91.23201752,88.74534607,80.70777893,0.04004129395,0.05139412358,0.9134491682,0.3985692263,0.5646418333,0.09333332628
2228.0,91.19722748,88.75442505,80.85751343,0.03997249156,0.05132524669,0.8748347163,0.3492532372,0.5068754554,0.09115489572
2227.0,91.18530273,88.76846313,81.59720612,0.03995240107,0.05129157007,0.8830926418,0.388469249,0.5609195232,0.08601593971
2226.0,91.20002747,88.77962494,82.79853821,0.03994462267,0.05124347657,0.8640182018,0.3717182279,0.5418131351,0.07895806432
2225.0,91.24187469,88.79504395,84.22743988,0.0399274826,0.05120293051,0.9133030772,0.375677228,0.518014431,0.07137172669
2224.0,91.27783203,88.80125427,85.54168701,0.03994964808,0.05111644045,0.8638262749,0.3946122229,0.5402258039,0.06497721374
2223.0,91.30141449,88.81014252,86.61393738,0.03997987136,0.05107261613,0.882561326,0.3866796494,0.5289600492,0.06032890826
2222.0,91.31020355,88.82411194,87.21400452,0.04001498222,0.05100364611,0.8851869702,0.3731887937,0.5087321401,0.05853100494
2221.0,91.28079987,88.83557892,87.1622467,0.0400166288,0.05093320087,0.8636978269,0.3819499612,0.5218225718,0.06009503826
2220.0,91.2493515,88.84999084,86.40375519,0.03993801028,0.05086864531,0.8611577749,0.372361809,0.539712429,0.06513860077
2219.0,91.21263885,88.86114502,85.06528473,0.0399329029,0.05080543831,0.8294315934,0.3728455305,0.4780386984,0.07304366678
2218.0,91.20185852,88.87379456,83.44423676,0.03986860067,0.05075091124,0.8420243859,0.3416383266,0.5304614305,0.08195433766
2217.0,91.21814728,88.88889313,81.66308594,0.03983673826,0.05066512153,0.8521793485,0.3348190784,0.520786643,0.09140866995
2216.0,91.24268341,88.89864349,80.03026581,0.03979528695,0.05062593892,0.898381114,0.3695650101,0.5482490063,0.09974469244
2215.0,91.28031921,88.90801239,78.79777527,0.03981273249,0.05058504641,0.837661624,0.3614268303,0.5025798678,0.1055735201
2214.0,91.30334473,88.92375946,78.11855316,0.03983134404,0.05051263422,0.8062874079,0.3587593138,0.5271392465,0.1080846936
2213.0,91.31338501,88.93357086,78.1043396,0.0398642011,0.05047596619,0.9038584232,0.3972662091,0.555396378,0.1067963913
2212.0,91.29799652,88.9462204,78.71772003,0.03982794285,0.05042098835,0.8901855946,0.3588508964,0.5327165127,0.102294229
2211.0,91.26628876,88.94970703,79.8028183,0.03981276229,0.05033377558,0.8516172767,0.3672444224,0.5197945237,0.09552314878
2210.0,91.24465179,88.96316528,81.23091125,0.03980907425,0.05028893054,0.8333512545,0.3931889236,0.5110719204,0.08753009886
2209.0,91.23477173,88.97848511,82.78527069,0.03976646438,0.05025690049,0.8617932796,0.3346854448,0.5224682093,0.07948789746
2208.0,91.23582458,88.98835754,84.17951202,0.03975744173,0.05019884184,0.8529220819,0.356289506,0.5839383006,0.07287720591
