cristal,,vidrio,,Acetato,,cristal,,Viodrio,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),Abs,Wavelength (nm),Abs,
1966,91.03501129,1966,89.08319092,1966,87.21240997,1966,0.04058716074,1966,0.04969762266,
1965,91.05285645,1965,89.0750351,1965,88.99167633,1965,0.04052594677,1965,0.04973006994,
1964,91.08116913,1964,89.08068848,1964,90.12438202,1964,0.04052643105,1964,0.04971721396,
1963,91.10248566,1963,89.08574677,1963,90.22068024,1963,0.04059492052,1963,0.04972885177,
1962,91.0912323,1962,89.08763885,1962,89.28193665,1962,0.040632952,1962,0.04970072582,
1961,91.07221985,1961,89.09477234,1961,87.56613922,1961,0.04066180438,1961,0.0497196503,
1960,91.0389328,1960,89.08899689,1960,85.54412842,1960,0.04066538438,1960,0.04971361533,
1959,91.0334549,1959,89.09190369,1959,83.73368073,1959,0.0406454578,1959,0.04971416667,
1958,91.04932404,1958,89.08872223,1958,82.67240906,1958,0.04059406742,1958,0.04969884083,
1957,91.08136749,1957,89.08864594,1957,82.56851196,1957,0.04061624035,1957,0.04976461455,
1956,91.09679413,1956,89.08518219,1956,83.41706085,1956,0.04061896726,1956,0.04972365499,
1955,91.09276581,1955,89.09109497,1955,84.94143677,1955,0.04062777758,1955,0.04971840233,
1954,91.06481934,1954,89.08781433,1954,86.80017853,1954,0.04068031162,1954,0.04971759021,
1953,91.04087067,1953,89.08713531,1953,88.42563629,1953,0.04068656638,1953,0.04972078279,
1952,91.03079224,1952,89.09284973,1952,89.32945251,1952,0.04067843407,1952,0.04968833178,
1951,91.05188751,1951,89.09115601,1951,89.26447296,1951,0.04064278677,1951,0.04969927669,
1950,91.06816864,1950,89.08672333,1950,88.26725769,1950,0.04064466432,1950,0.049698174,
1949,91.08279419,1949,89.07959747,1949,86.66856384,1949,0.04066438973,1949,0.04973227903,
1948,91.06742096,1948,89.0868454,1948,84.79479218,1948,0.04068537056,1948,0.04969831929,
1947,91.05356598,1947,89.08638,1947,83.18444061,1947,0.04070643708,1947,0.04972502217,
1946,91.03084564,1946,89.08101654,1946,82.23347473,1946,0.04074063897,1946,0.04977219179,
1945,91.02085876,1945,89.08346558,1945,82.30197144,1945,0.04071178287,1945,0.04971686378,
1944,91.02474213,1944,89.08654022,1944,83.36135101,1944,0.04070379212,1944,0.04973285645,
1943,91.05264282,1943,89.08826447,1943,85.0986557,1943,0.04068173096,1943,0.0496863611,
1942,91.07404327,1942,89.09031677,1942,86.86936188,1942,0.04072025418,1942,0.04972014576,
1941,91.08765411,1941,89.09502411,1941,88.35208893,1941,0.04073992744,1941,0.04971750453,
1940,91.05587769,1940,89.09421539,1940,89.08184814,1940,0.04075610638,1940,0.04971611127,
1939,91.02490997,1939,89.09511566,1939,88.83473206,1939,0.04073435441,1939,0.0497029312,
1938,91.01579285,1938,89.09698486,1938,87.52359772,1938,0.04073068872,1938,0.04968418181,
1937,91.03381348,1937,89.1011734,1937,85.62725067,1937,0.04070700705,1937,0.04967106506,
1936,91.05318451,1936,89.09919739,1936,83.80276489,1936,0.04071189463,1936,0.04966804758,
1935,91.07260132,1935,89.10325623,1935,82.39891052,1935,0.04072693363,1935,0.04964378476,
1934,91.06363678,1934,89.10070801,1934,81.83292389,1934,0.0407776311,1934,0.04967231303,
1933,91.03577423,1933,89.10089111,1933,82.31125641,1933,0.04074769095,1933,0.04962315038,
1932,91.00770569,1932,89.10292816,1932,83.78592682,1932,0.04079221562,1932,0.04965928197,
1931,91.01172638,1931,89.10169983,1931,85.84242249,1931,0.04075593501,1931,0.04963896796,
1930,91.03734589,1930,89.10368347,1930,87.82520294,1930,0.04074791819,1930,0.04966627434,
1929,91.05336761,1929,89.09761047,1929,89.276474,1929,0.04075860977,1929,0.04965643585,
1928,91.07822418,1928,89.10637665,1928,89.85003662,1928,0.04076366872,1928,0.04963792115,
1927,91.06604767,1927,89.10681915,1927,89.30934143,1927,0.04077768698,1927,0.04962126538,
1926,91.0324707,1926,89.10536194,1926,87.90489197,1926,0.04075633362,1926,0.04961186275,
1925,90.99958801,1925,89.10850525,1925,85.99649048,1925,0.04073958844,1925,0.04959337786,
1924,91.00289917,1924,89.11213684,1924,84.13956451,1924,0.04077191651,1924,0.04960367829,
1923,91.02001953,1923,89.11410522,1923,83.04917908,1923,0.04079531506,1923,0.04962486401,
1922,91.04909515,1922,89.11183167,1922,82.92598724,1922,0.04074623808,1922,0.04956459254,
1921,91.07169342,1921,89.11559296,1921,83.8735199,1921,0.04076153785,1921,0.04956828058,
1920,91.04771423,1920,89.11734009,1920,85.53917694,1920,0.0407805033,1920,0.04956366494,
1919,91.01735687,1919,89.12088013,1919,87.61292267,1919,0.0407906808,1919,0.04957205057,
1918,90.99327087,1918,89.12229919,1918,89.40563202,1918,0.04077242687,1918,0.04953543469,
1917,90.99686432,1917,89.12059784,1917,90.30939484,1917,0.0407788232,1917,0.04957762361,
1916,91.02106476,1916,89.1167984,1916,90.22228241,1916,0.04075309262,1916,0.04956325889,
1915,91.05157471,1915,89.11525726,1915,89.0630188,1915,0.0407682769,1915,0.04957120866,
1914,91.0563736,1914,89.12168884,1914,87.19215393,1914,0.04079753533,1914,0.04955742881,
1913,91.03161621,1913,89.12055206,1913,85.170784,1913,0.04079978168,1913,0.04953110963,
1912,90.99749756,1912,89.12743378,1912,83.57897949,1912,0.04080663249,1912,0.04953441769,
1911,90.97662354,1911,89.12334442,1911,82.96127319,1911,0.04078888893,1911,0.04952881858,
1910,90.98168945,1910,89.13172913,1910,83.39060211,1910,0.0408041887,1910,0.04952910915,
1909,91.01086426,1909,89.12003326,1909,84.74643707,1909,0.04078391567,1909,0.04953839257,
1908,91.0338974,1908,89.1259079,1908,86.67917633,1908,0.04076594487,1908,0.04951686785,
1907,91.04611206,1907,89.11935425,1907,88.54491425,1907,0.04080040753,1907,0.04953903332,
1906,91.00888062,1906,89.11271667,1906,89.79547882,1906,0.04081638902,1906,0.04954637215,
1905,91.00003815,1905,89.12059021,1905,89.96890259,1905,0.04079946876,1905,0.0495278053,
1904,90.9875946,1904,89.11117554,1904,89.19226074,1904,0.04081513733,1904,0.049545791,
1903,91.00119781,1903,89.12251282,1903,87.63597107,1903,0.04080194235,1903,0.04954306409,
1902,91.00791168,1902,89.11344147,1902,85.80330658,1902,0.04087192938,1902,0.04958803952,
1901,91.01812744,1901,89.11460114,1901,84.21989441,1901,0.04078974202,1901,0.04949420691,
1900,91.01301575,1900,89.12286377,1900,83.47183228,1900,0.04089596123,1900,0.04950099811,
1899,90.98966217,1899,89.12848663,1899,83.70845795,1899,0.04094090313,1899,0.04947842658,
1898,90.97406006,1898,89.13348389,1898,84.91588593,1898,0.04091387987,1898,0.04951860756,
1897,90.97341156,1897,89.12979126,1897,86.68315125,1897,0.04092030972,1897,0.04952626675,
1896,90.99774933,1896,89.13185883,1896,88.53953552,1896,0.0408693105,1896,0.04949870333,
1895,91.02830505,1895,89.13302612,1895,89.99617004,1895,0.04085756466,1895,0.049482923,
1894,91.04066467,1894,89.13619995,1894,90.53364563,1894,0.04085699841,1894,0.0494819954,
1893,91.02261353,1893,89.13418579,1893,89.84391785,1893,0.04085947201,1893,0.04945623502,
1892,90.98592377,1892,89.12889099,1892,88.20766449,1892,0.04090759531,1892,0.04946342856,
1891,90.96665955,1891,89.12747192,1891,86.21633148,1891,0.04090335593,1891,0.0495066233,
1890,90.9740448,1890,89.13135529,1890,84.38980103,1890,0.04089695588,1890,0.04949870333,
1889,91.00802612,1889,89.1333847,1889,83.34681702,1889,0.04087380692,1889,0.04951228201,
1888,91.01694489,1888,89.13047791,1888,83.39408875,1888,0.04086285457,1888,0.04948109388,
1887,91.02207184,1887,89.12799835,1887,84.56695557,1887,0.0409104377,1887,0.049573645,
1886,90.99662018,1886,89.12201691,1886,86.45999146,1886,0.04091706499,1886,0.04954515398,
1885,90.97832489,1885,89.1252594,1885,88.41475677,1885,0.04091772065,1885,0.04951135442,
1884,90.96899414,1884,89.1267395,1884,89.94081116,1884,0.04093757272,1884,0.04950267822,
1883,90.98709106,1883,89.12921906,1883,90.61206055,1883,0.04091368243,1883,0.04951686785,
1882,91.01136017,1882,89.12886047,1882,90.183815,1882,0.04089880735,1882,0.04950531945,
1881,91.02264404,1881,89.13093567,1881,88.61965942,1881,0.0409117192,1881,0.04951956496,
1880,91.00616455,1880,89.12903595,1880,86.54785919,1880,0.04093671963,1880,0.04953006655,
1879,90.96815491,1879,89.12142944,1879,84.63947296,1879,0.04098789394,1879,0.04952211678,
1878,90.94836426,1878,89.12323761,1878,83.5552597,1878,0.04101642966,1878,0.04957190529,
1877,90.95046234,1877,89.12866974,1877,83.42036438,1877,0.04098359868,1877,0.04946740344,
1876,90.97454071,1876,89.13166046,1876,84.39875793,1876,0.04097298905,1876,0.04948535934,
1875,91.00318909,1875,89.13570404,1875,86.10522461,1875,0.04092059284,1875,0.04947105795,
1874,91.00200653,1874,89.13806915,1874,88.06626892,1874,0.04093782976,1874,0.04947384447,
1873,90.97489929,1873,89.13335419,1873,89.61953735,1873,0.04096576199,1873,0.04947265238,
1872,90.95568085,1872,89.13103485,1872,90.13744354,1872,0.04096966237,1872,0.04946157336,
1871,90.94801331,1871,89.13063049,1871,89.57189941,1871,0.04100582004,1871,0.04949324951,
1870,90.95973969,1870,89.128685,1870,88.06221771,1870,0.04097853601,1870,0.04945800453,
1869,90.9786377,1869,89.12553406,1869,86.14511108,1869,0.0409839116,1869,0.04948028177,
1868,90.98867798,1868,89.12529755,1868,84.34331512,1868,0.0409868136,1868,0.04944538698,
1867,90.97961426,1867,89.12902832,1867,83.39865875,1867,0.04098875076,1867,0.04944657534,
1866,90.943573,1866,89.12763977,1866,83.47679901,1866,0.04107085988,1866,0.04947772995,
1865,90.94048309,1865,89.13761139,1865,84.58882904,1865,0.04107225314,1865,0.04944016412,
1864,90.94478607,1864,89.14568329,1864,86.3591156,1864,0.04102277383,1864,0.04939085618,
1863,90.97236633,1863,89.15071106,1863,88.20319366,1863,0.04097139463,1863,0.04934082553,
1862,90.99078369,1862,89.1505127,1862,89.522995,1862,0.04099381343,1862,0.04938412458,
1861,90.98621368,1861,89.15179443,1861,89.83234406,1861,0.04099529237,1861,0.04939566925,
1860,90.95677185,1860,89.14567566,1860,88.89311218,1860,0.04107270762,1860,0.04944753274,
1859,90.93895721,1859,89.14523315,1859,87.22945404,1859,0.0410769172,1859,0.04944323748,
1858,90.93746948,1858,89.13892365,1858,85.21910858,1858,0.04107595235,1858,0.04945524782,
1857,90.95801544,1857,89.14640808,1857,83.55200195,1857,0.0410778001,1857,0.04948240146,
1856,90.98242188,1856,89.14308167,1856,82.81508636,1856,0.04102590308,1856,0.04945072159,
1855,90.98991394,1855,89.14281464,1855,83.2172699,1855,0.04103395715,1855,0.0494469516,
1854,90.96766663,1854,89.14273834,1854,84.7275238,1854,0.04103025794,1854,0.04944750294,
1853,90.94811249,1853,89.13973236,1853,86.71952057,1853,0.04106772691,1853,0.04946908727,
1852,90.92835999,1852,89.14006042,1852,88.63747406,1852,0.04108736292,1852,0.0494177416,
1851,90.95681763,1851,89.14431763,1851,89.77338409,1851,0.04110514745,1851,0.04943839461,
1850,90.96733856,1850,89.14881134,1850,89.75856018,1850,0.04107444361,1850,0.04941223189,
1849,90.98117065,1849,89.13964844,1849,88.57369232,1849,0.04108932614,1849,0.04943204299,
1848,90.96926117,1848,89.14942169,1848,86.67647552,1848,0.04107017443,1848,0.04940608144,
1847,90.9419632,1847,89.14665222,1847,84.7099762,1847,0.04114242271,1847,0.04940814152,
1846,90.92210388,1846,89.14720154,1846,83.38259888,1846,0.04115198553,1846,0.04944263026,
1845,90.93404388,1845,89.15888214,1845,83.09669495,1845,0.04113428667,1845,0.04938456044,
1844,90.94738007,1844,89.1475296,1844,83.99208069,1844,0.0411333479,1844,0.04937652871,
1843,90.96601868,1843,89.15493774,1843,85.73467255,1843,0.0411211662,1843,0.04939253628,
1842,90.96569061,1842,89.14585876,1842,87.80742645,1842,0.04115870222,1842,0.04941345006,
1841,90.94846344,1841,89.15524292,1841,89.39784241,1841,0.04115329683,1841,0.04940764979,
1840,90.92610168,1840,89.15444183,1840,89.92176056,1840,0.04115414992,1840,0.04937942699,
1839,90.91458893,1839,89.152771,1839,89.27932739,1839,0.04118975252,1839,0.04940825701,
1838,90.93479919,1838,89.15654755,1838,87.63536835,1838,0.04115890339,1838,0.04937304556,
1837,90.95556641,1837,89.15642548,1837,85.62414551,1837,0.04117739946,1837,0.04939862713,
1836,90.95763397,1836,89.15167236,1836,83.83309937,1836,0.0411316976,1836,0.04937142134,
1835,90.94960785,1835,89.15475464,1835,83.01105499,1835,0.04119302705,1835,0.04941469803,
1834,90.92631531,1834,89.1532135,1834,83.3844223,1834,0.04117796943,1834,0.04938441515,
1833,90.91007996,1833,89.15338135,1833,84.79119873,1833,0.04120478034,1833,0.04936321452,
1832,90.91983032,1832,89.15662384,1832,86.76966095,1832,0.04122120515,1832,0.04938247427,
1831,90.94760132,1831,89.1619873,1831,88.66351318,1831,0.04117145389,1831,0.0493783839,
1830,90.95410919,1830,89.15278625,1830,89.71727753,1830,0.04115972668,1830,0.04938548803,
1829,90.94416809,1829,89.15852356,1829,89.61412048,1829,0.04119447619,1829,0.04938229918,
1828,90.92286682,1828,89.15733337,1828,88.34391022,1828,0.04119516164,1828,0.04934001341,
1827,90.90629578,1827,89.15752411,1827,86.46860504,1827,0.04123751447,1827,0.04933308437,
1826,90.91648865,1826,89.16870117,1826,84.56848145,1826,0.04127887264,1826,0.04936939105,
1825,90.93466187,1825,89.15913391,1825,83.32463074,1825,0.04120054096,1825,0.04937557131,
1824,90.94946289,1824,89.16194153,1824,83.24005127,1824,0.04119834676,1824,0.04935158417,
1823,90.94657135,1823,89.1672287,1823,84.33045959,1823,0.04118326306,1823,0.04933940619,
1822,90.92125702,1822,89.1607666,1822,86.27547455,1822,0.04120967537,1822,0.04933897033,
1821,90.90516663,1821,89.1643219,1821,88.22033691,1821,0.04127087444,1821,0.04936391115,
1820,90.90465546,1820,89.16421509,1820,89.6466217,1820,0.04129011929,1820,0.04937362671,
1819,90.90853119,1819,89.16316986,1819,89.96403503,1819,0.04126717523,1819,0.04935106263,
1818,90.93343353,1818,89.16252899,1818,89.06828308,1818,0.04121055827,1818,0.04936826229,
1817,90.93193054,1817,89.16259766,1817,87.29608917,1817,0.04124821723,1817,0.04936480895,
1816,90.91712952,1816,89.16529083,1816,85.27462006,1816,0.04125359654,1816,0.04934952781,
1815,90.90158081,1815,89.16989899,1815,83.81565094,1815,0.04132382572,1815,0.04936199635,
1814,90.89067078,1814,89.17242432,1814,83.41374969,1814,0.04134947807,1814,0.04934091493,
1813,90.9043045,1813,89.17036438,1813,84.15239716,1813,0.04131605476,1813,0.04931350797,
1812,90.92988586,1812,89.17147064,1812,85.88677979,1812,0.04126837105,1812,0.0493244119,
1811,90.93087769,1811,89.16653442,1811,87.83409882,1811,0.04126882553,1811,0.04930243269,
1810,90.91254425,1810,89.16778564,1810,89.44261932,1810,0.04129874334,1810,0.04931142181,
1809,90.89440155,1809,89.16697693,1809,89.94381714,1809,0.04138321802,1809,0.04929408059,
1808,90.88986206,1808,89.16858673,1808,89.24346924,1808,0.04136155173,1808,0.04931852594,
1807,90.89162445,1807,89.17025757,1807,87.58491516,1807,0.04133299366,1807,0.04929051176,
1806,90.91897583,1806,89.16561127,1806,85.57863617,1806,0.04132920876,1806,0.04932113737,
1805,90.92564392,1805,89.1665802,1805,83.97054291,1805,0.041311156,1805,0.04932832718,
1804,90.90973663,1804,89.17241669,1804,83.31352234,1804,0.0412719287,1804,0.04926662147,
1803,90.88980865,1803,89.16822815,1803,83.90559387,1803,0.04134495184,1803,0.04928633943,
1802,90.87821198,1802,89.17987823,1802,85.44567108,1802,0.04142276943,1802,0.04932081699,
1801,90.88677979,1801,89.17817688,1801,87.39352417,1801,0.04137356579,1801,0.04928598925,
1800,90.90621948,1800,89.17259979,1800,88.96977997,1800,0.04129951447,1800,0.04927766696,
1799,90.9140625,1799,89.17488098,1799,89.59317017,1799,0.04130159318,1799,0.04925406724,
1798,90.91149902,1798,89.17005157,1798,88.97899628,1798,0.04137772322,1798,0.04931356758,
1797,90.88411713,1797,89.1720047,1797,87.37102509,1797,0.04144020006,1797,0.0493262969,
1796,90.87402344,1796,89.18026733,1796,85.43158722,1796,0.04142302647,1796,0.0493022576,
1795,90.87910461,1795,89.17620087,1795,83.9289093,1795,0.04139623046,1795,0.0493225269,
1794,90.90048218,1794,89.17494965,1794,83.32431793,1794,0.04131981358,1794,0.04928509146,
1793,90.9114151,1793,89.1701889,1793,83.90054321,1793,0.04134853929,1793,0.04929900914,
1792,90.90109253,1792,89.17526245,1792,85.45232391,1792,0.04141872749,1792,0.04929924011,
1791,90.87588501,1791,89.17060852,1791,87.41262817,1791,0.04139705747,1791,0.04925890639,
1790,90.85884094,1790,89.17368317,1790,88.96671295,1790,0.04145073518,1790,0.04928018898,
1789,90.86852264,1789,89.17948914,1789,89.45157623,1789,0.04143846035,1789,0.04927911609,
1788,90.90356445,1788,89.18777466,1788,88.79676056,1788,0.04137217253,1788,0.04927804321,
1787,90.90539551,1787,89.1842041,1787,87.19811249,1787,0.04141775891,1787,0.0492949225,
1786,90.89563751,1786,89.18215942,1786,85.3373642,1786,0.04141721874,1786,0.04924745485,
1785,90.86801147,1785,89.18008423,1785,83.8259964,1785,0.04149194434,1785,0.04928706214,
1784,90.84397125,1784,89.17684937,1784,83.358078,1784,0.04148212075,1784,0.04928349704,
1783,90.86479187,1783,89.17928314,1783,84.07946014,1783,0.04145421088,1783,0.04928439483,
1782,90.88322449,1782,89.1765976,1782,85.66918945,1782,0.04144700617,1782,0.04928831011,
1781,90.90812683,1781,89.17822266,1781,87.53688049,1781,0.04138822854,1781,0.04922617227,
1780,90.89122772,1780,89.17944336,1780,88.94330597,1780,0.04147613794,1780,0.04926024005,
1779,90.86753082,1779,89.18651581,1779,89.30584717,1779,0.04151399061,1779,0.04925673455,
1778,90.84249878,1778,89.17875671,1778,88.44149017,1778,0.04150245711,1778,0.04924722388,
1777,90.85632324,1777,89.17897034,1777,86.72592926,1777,0.0414981246,1777,0.0492811203,
1776,90.88766479,1776,89.18160248,1776,84.92279816,1776,0.04142744094,1776,0.04923214763,
1775,90.89617157,1775,89.17431641,1775,83.59939575,1775,0.04138990864,1775,0.04918961599,
1774,90.88134003,1774,89.18270874,1774,83.29084778,1774,0.04148214683,1774,0.04924701899,
1773,90.85276031,1773,89.17791748,1773,84.08971405,1773,0.04155888036,1773,0.04926943406,
1772,90.83795929,1772,89.17834473,1772,85.76621246,1772,0.04155341163,1772,0.04925023764,
1771,90.85541534,1771,89.17883301,1771,87.47671509,1771,0.0415273197,1771,0.04927862436,
1770,90.88466644,1770,89.17723083,1770,88.53357697,1770,0.04146716744,1770,0.04925519601,
1769,90.89988708,1769,89.18256378,1769,88.52822876,1769,0.04148337245,1769,0.049221389,
1768,90.8686676,1768,89.18496704,1768,87.45172882,1768,0.0415346697,1768,0.04921773821,
1767,90.8330307,1767,89.1782608,1767,85.6938858,1767,0.0415712148,1767,0.04926569387,
1766,90.82183838,1766,89.17976379,1766,83.96547699,1766,0.04159645736,1766,0.0492846854,
1765,90.85189819,1765,89.18478394,1765,82.98353577,1765,0.04153637961,1765,0.04923185706,
1764,90.88576508,1764,89.18836975,1764,83.14168549,1764,0.0414977558,1764,0.04923634976,
1763,90.89292145,1763,89.19224548,1763,84.27788544,1763,0.04157115892,1763,0.04927433282,
1762,90.85752869,1762,89.18621826,1762,85.99056244,1762,0.04162084311,1762,0.04926200956,
1761,90.81359863,1761,89.18197632,1761,87.52742767,1761,0.04165671021,1761,0.04928877205,
1760,90.82611084,1760,89.18885803,1760,88.26860809,1760,0.04159095883,1760,0.04923774302,
1759,90.86119843,1759,89.18717194,1759,87.84236145,1759,0.04155509174,1759,0.04926430061,
1758,90.8764801,1758,89.18145752,1758,86.43656158,1758,0.04158574343,1758,0.04925487936,
1757,90.87016296,1757,89.19242859,1757,84.77729797,1757,0.04163830727,1757,0.0492801033,
1756,90.83222961,1756,89.18634796,1756,83.38413239,1756,0.04166742414,1756,0.04927735031,
1755,90.79929352,1755,89.17501831,1755,82.8772049,1755,0.04168041795,1755,0.04928042367,
1754,90.80786133,1754,89.17071533,1754,83.47472382,1754,0.04161317647,1754,0.04926450551,
1753,90.84137726,1753,89.16744232,1753,85.00166321,1753,0.04164075479,1753,0.04928975925,
1752,90.86306763,1752,89.16426086,1752,86.73852539,1752,0.04160106927,1752,0.04927169532,
1751,90.84873199,1751,89.17430878,1751,87.89767456,1751,0.04168392345,1751,0.04929219559,
1750,90.8097229,1750,89.17462921,1750,88.04834747,1750,0.04170458019,1750,0.04928987473,
1749,90.79749298,1749,89.17302704,1749,87.1633606,1749,0.04167286679,1749,0.04926830158,
1748,90.82318878,1748,89.17146301,1748,85.56349945,1748,0.04161619768,1748,0.04932247102,
1747,90.86506653,1747,89.1738739,1747,83.97479248,1747,0.04163300619,1747,0.04930280894,
1746,90.86633301,1746,89.17314148,1746,83.00757599,1746,0.0416585356,1746,0.04928543791,
1745,90.83190918,1745,89.17084503,1745,83.1612854,1745,0.04173985869,1745,0.04929065704,
1744,90.8033371,1744,89.18001556,1744,84.21862793,1744,0.04171637818,1744,0.04929950461,
1743,90.80078888,1743,89.17417145,1743,85.79261017,1743,0.04167611524,1743,0.04930153117,
1742,90.83559418,1742,89.16873169,1742,87.16112518,1742,0.0416563116,1742,0.04930306971,
1741,90.86463165,1741,89.15986633,1741,87.68603516,1741,0.04166830704,1741,0.04930904135,
1740,90.85861206,1740,89.16838837,1740,87.08432007,1740,0.04169711471,1740,0.04929152876,
1739,90.81082153,1739,89.17967987,1739,85.57006073,1739,0.04178705439,1739,0.04932006449,
1738,90.77693176,1738,89.1700592,1738,83.95750427,1738,0.04173535481,1738,0.04926836118,
1737,90.80046082,1737,89.16889191,1737,82.76343536,1737,0.04168597236,1737,0.04927705973,
1736,90.84968567,1736,89.17220306,1736,82.5265274,1736,0.04164702445,1736,0.04927122965,
1735,90.85584259,1735,89.16313171,1735,83.35570526,1735,0.04167357832,1735,0.04927737638,
1734,90.83327484,1734,89.16455841,1734,84.93528748,1734,0.04176069051,1734,0.04932307824,
1733,90.78165436,1733,89.17144012,1733,86.54010773,1733,0.04176516458,1733,0.04933528602,
1732,90.77110291,1732,89.16053772,1732,87.44715881,1732,0.04172247648,1732,0.04928598925,
1731,90.81497192,1731,89.16635132,1731,87.33666229,1731,0.04165998846,1731,0.04928697646,
1730,90.85739136,1730,89.16202545,1730,86.32997894,1730,0.04169951007,1730,0.04933230206,
1729,90.84262085,1729,89.16030884,1729,84.83129883,1729,0.04181008041,1729,0.04939796031,
1728,90.78642273,1728,89.15714264,1728,83.61084747,1728,0.04179537669,1728,0.04934392869,
1727,90.75395203,1727,89.15981293,1727,83.16030884,1727,0.04175308347,1727,0.04931997508,
1726,90.77836609,1726,89.15850067,1726,83.77142334,1726,0.04179204255,1726,0.04938714206,
1725,90.82809448,1725,89.15393066,1725,85.08851624,1725,0.04175875336,1725,0.04938400909,
1724,90.84616089,1724,89.15866852,1724,86.57331848,1724,0.04178437591,1724,0.04935239628,
1723,90.80782318,1723,89.1536026,1723,87.46724701,1723,0.04185132682,1723,0.04942798242,
1722,90.75953674,1722,89.15888977,1722,87.35677338,1722,0.04183978215,1722,0.04938267544,
1721,90.75566864,1721,89.15797424,1721,86.18673706,1721,0.04182900861,1721,0.04937992245,
1720,90.80450439,1720,89.15611267,1720,84.53748322,1720,0.04180295765,1720,0.04938818514,
1719,90.84778595,1719,89.15644073,1719,83.0614624,1719,0.04181871936,1719,0.04941252246,
1718,90.82730103,1718,89.15686035,1718,82.28614044,1718,0.04182678461,1718,0.04939894751,
1717,90.77245331,1717,89.15826416,1717,82.48699951,1717,0.04190412164,1717,0.04944358766,
1716,90.73669434,1716,89.14678955,1716,83.51011658,1716,0.04186928645,1716,0.04940550402,
1715,90.77075195,1715,89.15162659,1715,84.84831238,1715,0.04182647169,1715,0.04939932376,
1714,90.83311462,1714,89.14653778,1714,85.76190948,1714,0.04184000939,1714,0.0494498834,
1713,90.83816528,1713,89.1491394,1713,85.75585175,1713,0.04185799509,1713,0.04943511635,
1712,90.79446411,1712,89.14981842,1712,84.87640381,1712,0.04188998044,1712,0.04942131042,
1711,90.73802948,1711,89.1464386,1711,83.44844818,1711,0.04189921543,1711,0.04945156351,
1710,90.74273682,1710,89.14014435,1710,82.1026001,1710,0.04185628518,1710,0.04942090437,
1709,90.79988098,1709,89.13581085,1709,81.37651062,1709,0.04181170836,1709,0.04940405115,
1708,90.8422699,1708,89.14063263,1708,81.50870514,1708,0.04186084867,1708,0.04945461079,
1707,90.80562592,1707,89.14550781,1707,82.38790894,1707,0.0419055745,1707,0.04945797473,
1706,90.7414856,1706,89.13902283,1706,83.43512726,1706,0.04196131229,1706,0.04950157553,
1705,90.72238159,1705,89.13383484,1705,84.14199066,1705,0.04191398248,1705,0.04950384051,
1704,90.76803589,1704,89.13554382,1704,84.09155273,1704,0.04191053286,1704,0.04949000105,
1703,90.83324432,1703,89.12997437,1703,83.2546463,1703,0.04192247987,1703,0.04950546473,
1702,90.81398773,1702,89.12954712,1702,81.91909027,1702,0.04193043336,1702,0.04950053245,
1701,90.7516861,1701,89.12704468,1701,80.67306519,1701,0.04197796062,1701,0.04953093827,
1700,90.71977997,1700,89.12900543,1700,80.00682831,1700,0.0419713743,1700,0.04952281341,
1699,90.75249481,1699,89.12314606,1699,80.08502197,1699,0.04197688028,1699,0.04954901338,
1698,90.80787659,1698,89.11745453,1698,80.73295593,1698,0.04195671901,1698,0.04953238741,
1697,90.81790161,1697,89.12306213,1697,81.46412659,1697,0.04192687199,1697,0.04949336499,
1696,90.76931,1696,89.11942291,1696,81.69039917,1696,0.04199526832,1696,0.04953616112,
1695,90.71369934,1695,89.11746979,1695,81.08375549,1695,0.04195925966,1695,0.04954205081,
1694,90.71740723,1694,89.11670685,1694,79.79445648,1694,0.04195079207,1694,0.04952699319,
1693,90.78170776,1693,89.11388397,1693,78.39482117,1693,0.04202449694,1693,0.04960283637,
1692,90.81736755,1692,89.11556244,1692,77.35656738,1692,0.04200034589,1692,0.0495823212,
1691,90.77787781,1691,89.10607147,1691,77.14247131,1691,0.04202090576,1691,0.04959451035,
1690,90.71800995,1690,89.11367035,1690,77.90047455,1690,0.04202079028,1690,0.04957109317,
1689,90.72093964,1689,89.11362457,1689,79.46876526,1689,0.04195606336,1689,0.04955600575,
1688,90.76727295,1688,89.11908722,1688,81.13407135,1688,0.04198973998,1688,0.04957889766,
1687,90.80415344,1687,89.10554504,1687,82.2290802,1687,0.04201996326,1687,0.04961815849,
1686,90.78759766,1686,89.10919189,1686,82.46717072,1686,0.04202170298,1686,0.04960687086,
1685,90.71943665,1685,89.10322571,1685,81.92722321,1685,0.04202150553,1685,0.0496230647,
1684,90.68904877,1684,89.09763336,1684,81.10826111,1684,0.04200584814,1684,0.04962387681,
1683,90.72920227,1683,89.08753204,1683,80.60380554,1683,0.04207175225,1683,0.04968398064,
1682,90.78705597,1682,89.07989502,1682,80.89154816,1682,0.04208067805,1682,0.04967712983,
1681,90.77822876,1681,89.08748627,1681,82.03636169,1681,0.04207654297,1681,0.04968609661,
1680,90.7204895,1680,89.07632446,1680,83.64495087,1680,0.04209639132,1680,0.04969855025,
1679,90.67588806,1679,89.07692719,1679,85.14350891,1679,0.04211116582,1679,0.04972902685,
1678,90.7117157,1678,89.08062744,1678,85.90000153,1678,0.04206094146,1678,0.04970417917,
1677,90.77207184,1677,89.077034,1677,85.67101288,1677,0.04208815098,1677,0.04969753325,
